BOSTON Hackers have disclosed a bug in software from Apple Inc that security experts said could be exploited by criminals looking to gain remote control over iPhones  iPads and iPod Touch devices.,2011-07-06
 * They could develop malware that lets them control devices,2011-07-06
 SEOUL  July 7 Samsung Electronics   the world's top maker of memory chips and televisions  estimated its April-June operating profit would fall 26 percent year on year  as its LCD display business is widely expected to report another loss.,2011-07-06
 * Sees Q2 op profit at 3.7 trln won vs 3.9 trln won consensus,2011-07-06
NEW YORK Apple Inc customers downloaded more than 15 billion applications in the past three years  the company said on Thursday  releasing figures that suggest the rate of downloads is sharply accelerating.,2011-07-07
 OTTAWA  July 7 Canadian Industry Minister Christian Paradis said on Thursday that officials in his office are studying whether to formally review a sale of Nortel patents to ensure investment law was properly applied.,2011-07-07
 SHANGHAI  July 7 A group of Chinese authors will petition Apple Inc to stop the distribution of their books in electronic format through various applications in Apple's App Store  the 21st Century Herald Tribune reported on Thursday.,2011-07-07
 MELBOURNE  July 7  - You can do a lot with an iPhone these days -- text  take pictures  surf the net  and even make a phone call.,2011-07-07
MELBOURNE  - You can do a lot with an iPhone these days -- text  take pictures  surf the net  and even make a phone call.,2011-07-07
MELBOURNE You can do a lot with an iPhone these days -- text  take pictures  surf the net  and even make a phone call.,2011-07-07
TAIPEI Shares of world No.5 handset maker HTC Corp  plunged on Thursday as investor looked beyond the forecast-beating quarterly net profit to concerns over a slowdown in smartphone demand and the company's corporate governance after its plan to acquire S3 Graphics.,2011-07-07
TORONTO BlackBerry maker Research In Motion said on Thursday it has added more than one million subscribers in Europe  the Middle East and Africa in less than three weeks.,2011-07-07
 * Gives no detail on timeline for decision  (Adds quotes from minister  details),2011-07-07
 * Estimates Q2 sales at 39 trln won vs 40 trln won consensus,2011-07-07
SAN FRANCISCO A year ago  Mike Maples's investment firm  Floodgate  was investing in young companies at a pace of two or three every quarter. Now  he's backed just one startup all year and puts a big chunk of the blame on spiraling price tags.,2011-07-08
 (Corrects headline  lead paragraph to show TSMC  UMC posted  not forecast  lower June sales),2011-07-08
 BEIJING/SHANGHAI  July 8 Chinese newspapers available in Beijing and Shanghai carried the following stories on Friday. Reuters has not checked the stories and does not vouch for their accuracy.,2011-07-08
 NEW YORK  July 8 Wynn Resorts  and Apple  are among companies likely to beat earnings forecasts for the latest quarter  while Canadian Pacific Railways  is likely to miss  Thomson Reuters StarMine forecasts show.,2011-07-08
SAN FRANCISCO Apple Inc has filed a fresh complaint against Taiwanese smartphone maker HTC Corp with a U.S. trade panel over unspecified portable electronic devices and software  according to the panel's web site.,2011-07-11
 SAN FRANCISCO  July 11 Apple Inc  has filed a fresh complaint against Taiwanese smartphone maker HTC Corp  with a U.S. trade panel over unspecified portable electronic devices and software  according to the panel's web site.,2011-07-11
 (Corrects day of AGM in paragraph 1 to Tuesday from Wednesday),2011-07-11
WILMINGTON  Delaware Apple Inc  Microsoft Corp  Research in Motion Ltd and three other leading tech companies received court approval on Monday to buy wireless patents from bankrupt Nortel Networks Corp for $4.5 billion.,2011-07-11
TORONTO Research In Motion investors desperate for news about how the BlackBerry maker will reverse its sagging fortunes will likely leave Tuesday's annual meeting with their frustrations even more inflamed.,2011-07-11
   * Device to be fully integrated with Google eBooks platform,2011-07-11
SAN FRANCISCO Target Corp will soon start selling a new electronic reader that competes with Amazon.com Inc's Kindle and Barnes & Noble's Nook.,2011-07-11
 * Money goes to paying off Nortel debts  (Adds background on antitrust concerns in paragraph 16),2011-07-11
SAN FRANCISCO Apple Inc's chief patent counsel will soon leave the company  at a time when the iPhone maker is fighting numerous legal battles around the world  according to sources familiar with the situation.,2011-07-12
 NEW YORK/PHILADELPHIA  July 12 Nearly a year after Barnes & Noble Inc  put itself up for sale  the largest U.S. bookstore chain likely will settle for the only firm offer it has received: $1 billion from John Malone's Liberty Media Corp .,2011-07-12
NEW YORK/PHILADELPHIA Nearly a year after Barnes & Noble Inc  put itself up for sale  the largest U.S. bookstore chain likely will settle for the only firm offer it has received: $1 billion from John Malone's Liberty Media Corp .,2011-07-12
NEW YORK Electronic Arts Inc   the video game publisher  is buying PopCap Games in a deal worth up to $1.3 billion as it tries to ramp up its social and casual games portfolio and better compete with Zynga Inc.,2011-07-12
SAN FRANCISCO Google Inc's investment spree and shrinking profit margins will draw investor scrutiny when it reports its earnings on Thursday  following an eventful quarter when the company launched the Google+ social network and the government disclosed a probe of its business practices.,2011-07-12
 SAN FRANCISCO  July 12 Google Inc's  investment spree and shrinking profit margins will draw investor scrutiny when it reports its earnings on Thursday  following an eventful quarter when the company launched the Google+ social network and the government disclosed a probe of its business practices.,2011-07-12
TORONTO BlackBerry maker Research In Motion should split itself in two to liberate locked-in value and speed up innovation at a company that has lagged its competitors  a brokerage said on Tuesday.,2011-07-12
 * EA paying $750 mln upfront  more in performance targets,2011-07-12
 SAN FRANCISCO  July 12 Chip manufacturing equipment maker Applied Materials Inc  said tough economic conditions are hurting demand  adding to semiconductor worries after warnings by Novellus Systems Inc  and Microchip Technology Inc .,2011-07-12
 * Shares fall on sector worries  (Adds detail on KLA-Tencor  updates stock prices),2011-07-12
SAN FRANCISCO Amazon.com Inc will launch a tablet computer this year to extend its position as the world's largest Internet retailer  expand in mobile commerce and sell more digital goods  according to analysts and investors.,2011-07-13
NEW YORK Electronic Arts Inc  the video game publisher  is buying PopCap Games in a deal worth up to $1.3 billion as it tries to ramp up its social and casual games portfolio and better compete with Zynga Inc.,2011-07-13
HONG KONG China Telecom Corp Ltd plans to offer its 106 million subscribers the Apple Inc iPhone by the end of 2011  sources said on Wednesday  which would make it the second operator to do so in the world's largest mobile phone market.,2011-07-13
HONG KONG China Telecom Corp Ltd plans to offer its 106 million subscribers the Apple Inc iPhone by the end of 2011  sources said on Wednesday  which would make it the second operator to do so in the world's largest mobile phone market.,2011-07-13
BANGALORE Shares of Glu Mobile Inc   which makes games for tablets and smartphones  jumped about 13 percent to a near four-year high  a day after Electronic Arts Inc  bought Glu Mobile's peer PopCap Games for $1.3 billion.,2011-07-13
BANGALORE Shares of Glu Mobile Inc  which makes games for tablets and smartphones  jumped about 13 percent to a near four-year high  a day after Electronic Arts Inc bought Glu Mobile's peer PopCap Games for $1.3 billion.,2011-07-13
Bangalore U.S. Internet companies will see double-digit growth in online advertising and e-commerce segments in coming years  helped by a surge in online accessibility through mobile devices and tablets  JP Morgan said  and initiated five major Internet stocks including Netflix   Google  and Amazon .,2011-07-13
 NEW YORK  July 13 Amazon.com Inc  said on Wednesday it has struck a sponsorship deal with AT&T Inc  to sell a less expensive version of its Kindle 3G digital reader.,2011-07-13
 * Tablet to be released by October  to run on Android -WSJ,2011-07-13
SEOUL Apple Inc's  Korean unit has paid compensation to a user of its popular iPhone after collecting location data without consent  lawyers and court officials said  the first payout by the U.S. company over these complaints.,2011-07-14
 SEOUL  July 14 Apple Inc's Korean unit has paid compensation to a user of its popular iPhone after collecting location data without consent  lawyers and court officials said  the first payout by the U.S. company over these complaints.,2011-07-14
SEOUL Apple Inc's Korean unit has paid compensation to a user of its popular iPhone after collecting location data without consent  lawyers and court officials said  the first payout by the company over these complaints.,2011-07-14
 SAN FRANCISCO  July 13 Google Inc's  profit margins and its newly released social networking service will be in the investor spotlight when the Internet company reports its quarterly results after Thursday's market close.,2011-07-14
SAN FRANCISCO Google Inc's results soundly trounced Wall Street's most bullish expectations  sending its shares up 12 percent and easing concerns that its battle with Facebook and Twitter is costing too much and hindering growth. | Video ,2011-07-14
 July 14 The following were the top stories in The Wall Street Journal on Thursday. Reuters has not verified these stories and does not vouch for their accuracy.,2011-07-14
 NEW YORK  July 13 Spotify  the popular European music service  is set to launch in the United States on Thursday the company said.,2011-07-14
NEW YORK Spotify  the popular European music service  is set to launch in the United States on Thursday the company said. | Video ,2011-07-14
 * Payout is first related to unauthorised collection of location data   (Adds no comment from Apple Korea spokesman  detail on U.S. suits),2011-07-14
 * Emerging products can generate huge business - Page  (Adds details from call),2011-07-14
BOSTON Apple Inc has plugged a hole in the software that runs iPhones  iPads and iPod Touch music players that could allow hackers to take remote control of those devices.,2011-07-15
BOSTON  July 15 Apple Inc  has plugged a hole in the software that runs iPhones  iPads and iPod Touch music players that could allow hackers to take remote control of those devices.,2011-07-15
SAN FRANCISCO Apple Inc  should deliver yet another bumper quarter  but some investors are holding out for a monstrous second half when the new iPhone hits and a new online content service takes wing.,2011-07-15
WASHINGTON/SAN FRANCISCO Apple Inc won a preliminary ruling from a U.S. trade panel that Taiwanese handset maker HTC Corp infringed on two of the California company's patents.,2011-07-15
BANGALORE/LOS ANGELES Shares of Google Inc surged as much as 13.5 percent on Friday  a day after blockbuster results and signs of success in mobile and social networking revived hopes the Internet titan was getting back on a growth track. | Video ,2011-07-15
 * Market awaits new iPhone  iPad supply crunch seen easing,2011-07-15
" * HTC says it will ""vigorously fight"" infringement finding  (Rewrites first line  adds details on the case  Apple comment and background)",2011-07-15
 NEW YORK  July 15 U.S. stocks will be hard pressed to turn the tide of recent selling next week as political jousting over raising the United States' debt ceiling intensifies.,2011-07-15
 WASHINGTON  July 15 You may not be able to eat an iPad  but if you're a top Federal Reserve policymaker  you can get one as a going-away present.,2011-07-15
WASHINGTON You may not be able to eat an iPad  but if you're a top Federal Reserve policymaker  you can get one as a going-away present.,2011-07-15
NEW YORK Stocks will be hard pressed to turn the tide of recent selling next week as political jousting over raising the United States' debt ceiling intensifies.,2011-07-16
SAN FRANCISCO The antitrust probe into Google Inc  could hem in its growth ambitions for years  even if regulators do not unleash their most formidable weapons: Seeking a breakup of the Internet giant or exerting control over its cherished search algorithm.,2011-07-17
 NEW YORK  July 17 U.S. stocks will be hard pressed to turn the tide of recent selling this week as political jousting over raising the United States' debt ceiling intensifies.,2011-07-17
NEW YORK Stocks will be hard pressed to turn the tide of recent selling this week as political jousting over raising the United States' debt ceiling intensifies.,2011-07-17
SAN FRANCISCO The U.S. antitrust probe into Google Inc could hem in its growth ambitions for years  even if regulators do not unleash their most formidable weapons: Seeking a breakup of the giant Internet company or exerting control over its cherished search algorithm.,2011-07-18
NEW YORK/SAN FRANCISCO Cisco Systems plans to cut 15 percent of its jobs and sell a factory as part of a plan to cut annual expenses by $1 billion as the network equipment maker tries to revive its fortunes.,2011-07-18
 WASHINGTON  July 18 The International Trade Commission on Monday upheld a decision by one of its judges that Eastman Kodak  did not infringe Apple  patents for imaging and related software.,2011-07-18
WASHINGTON The International Trade Commission on Monday upheld a decision by one of its judges that Eastman Kodak did not infringe Apple Inc patents for digital cameras.,2011-07-18
NEW YORK More customers than ever will buy tablet computers and smartphones this year  driving consumer electronics revenue to a record high of $190 billion in 2011  according to a new forecast from a leading industry trade group.,2011-07-18
TAIPEI Shares in Taiwanese smartphone maker HTC tumbled as much as 6.5 percent on Monday after losing a preliminary ruling in a patent case with Apple Inc  with its announcement of a share buyback failing to stem the fall.,2011-07-18
CHICAGO J.P.Morgan Securities' equity derivatives strategists on Monday recommended purchasing Apple Inc's  August $365 call options to position for potential upside ahead of the company's quarterly earnings.,2011-07-18
CHICAGO J.P.Morgan Securities' equity derivatives strategists on Monday recommended purchasing Apple Inc's  August $365 call options to position for potential upside ahead of the company's quarterly earnings.,2011-07-18
 WASHINGTON  July 18 The International Trade Commission on Monday upheld a decision by one of its judges that Eastman Kodak  did not infringe Apple Inc  patents for digital cameras.,2011-07-18
 * Sets positive tone for tech earns  corporate spending,2011-07-18
LOS ANGELES Several Apple Inc board members have discussed a successor to CEO Steve Jobs since the Silicon Valley icon went on medical leave in January  and have discussed it with at least one head of a high-profile tech company  the Wall Street Journal reported on Tuesday. | Video ,2011-07-19
SAN FRANCISCO Blockbuster sales of the iPhone and strong Asian business again helped Apple Inc crush Wall Street's expectations  driving its shares up more than 7 percent to record highs. | Video ,2011-07-19
NEW YORK Apple Inc shares are rallying in after-market activity following its strong earnings report and are poised to break $400 on Wednesday  which would be an all-time high for the stock. | Video ,2011-07-19
NEW YORK Apple Inc posted quarterly revenue that once again blew past analyst expectations in a quarter fueled by swift sales of iPhones and iPads. | Video ,2011-07-19
 * Action comes after Anoymous claimed big attacks  (Recasts with 14 arrests),2011-07-19
 * VMware says corporate customers are doing larger deals,2011-07-19
 * Apple sees incredible opportunities in China  (Adds details on net income),2011-07-19
 * Indexes up: Dow up 1.6 pct  S&P 1.6 pct  Nasdaq 2.2 pct,2011-07-19
BOSTON Business software maker VMware Inc  issued revenue forecasts for the rest of the year ahead of Wall Street projections in the latest sign that technology spending would hold up in the second half.,2011-07-19
NEW YORK Stocks recorded their best day since March on Tuesday after strong corporate results and renewed hope for an agreement in Washington on thorny budget issues boosted investor confidence. | Video ,2011-07-19
SAN FRANCISCO Apple Inc shares flirted with a record $400 on Wednesday  a day after the world's most valuable technology company posted blockbuster results and triggered a spate of brokerage upgrades. | Video ,2011-07-20
"  (Corrects typographical error in paragraph three to show Snyder said it is ""not a blow-out"" instead of ""now a blow-out"")",2011-07-20
SAN FRANCISCO Intel Corp trimmed its forecast for 2011 personal computer unit sales  warning of softness in mature markets and sending its shares more than 1 percent lower. | Video ,2011-07-20
 * Apple  Sony Ericsson saw strong Q2 smartphone market,2011-07-20
HELSINKI Investors braced for more bleak news from smartphone laggard Nokia Oyj on Thursday with the world's largest handset maker likely to post a second-quarter loss and a weak outlook.,2011-07-20
NEW YORK Qualcomm Inc's  improving financial outlook was not enough to impress investors disappointed with its wireless chip shipment target during a quarter when new advanced devices like the next generation Apple Inc  iPhone are expected to go on sales.,2011-07-20
 SEOUL  July 21 Following is a list of events in South Korea as well as news stories and press reports which may influence financial markets. (Reuters News welcomes your feedback and for any queries  please contact the Seoul newsroom at +822 3704 5640 or via email at kr.rtrs@gmail.com)     	 WHAT IS HAPPENING IN KOREA	 >Hynix   the world's No.2 computer memory chipmaker is likely to report reduced quarterly Q2 earnings 0900	 >Second hearing on stock manipulation charges against,2011-07-20
 * Qualcomm shares down 2.7 percent  (Adds analyst comment  share price update  byline),2011-07-20
 * Stock lower after hours  (Adds analyst's and CEO's comment  byline; updates share prices),2011-07-20
NEW YORK Stocks closed near unchanged on Wednesday  a day after Wall Street's best rally since March  as the oncoming debt ceiling deadline overshadowed strong earnings from Apple Inc. | Video ,2011-07-20
SAN FRANCISCO Apple Inc said over 1 million people bought the latest version of its operating software for Mac computers on the first day.,2011-07-21
SHANGHAI Chinese counterfeiters have had a field day pumping out knockoffs of Apple Inc's best-selling iPhones and iPads  but one appears to have gone a step further -- a near flawless fake Apple Store that even employees believe is the real deal.,2011-07-21
NEW YORK Billionaire investor Carl Icahn urged Motorola to shop around its patent portfolio to cash in on interest in wireless technology from companies like Google Inc and Apple Inc.,2011-07-21
SAN FRANCISCO Both Oracle Corp and Google Inc have taken unreasonable positions on the scale of damages involved in a high stakes patent battle over the Android operating system  a U.S. judge said in court.,2011-07-21
SEATTLE Microsoft Corp eased past Wall Street's earnings estimates  helped by strong sales of its Office software and Xbox game console and an unusually low tax rate.,2011-07-21
 * Apple has no stores  13 authorized resellers in city   (Adds U.S. trade official comment),2011-07-21
 * Shares up over 2 pct in after-market trading  (Rewrites first paragraph; adds forecast  share price  background),2011-07-21
 * Icahn urges Motorola to explore alternatives for patents,2011-07-21
 * Sales up 8 pct to $17.37 bln  vs estimate at $17.23 bln,2011-07-21
 * Both companies unreasonable in Java patent lawsuit-judge,2011-07-21
SAN FRANCISCO Silicon Valley's old guard is waking up to the fact that the era of consumer PC may be in its twilight  accelerating the need to invest and adapt to rapidly changing tastes.,2011-07-22
BEIJING So strong is the appeal of the Apple brand in China  some Chinese are willing to sell a kidney to pay for its gadgets.,2011-07-22
KUNMING  China Customers at an apparent Apple Store in the Chinese city of Kunming berated staff and demanded refunds on Friday after the shop was revealed to be an elaborate fake  sparking a media and Internet frenzy.,2011-07-22
 ,2011-07-22
 * Brand choices: police operations or take full control-analyst,2011-07-22
SHANGHAI A fake Apple store in China  made famous by a blog that said even the staff working there didn't realize it was a bogus outlet  is probably the most audacious example to date of the risks Western companies face in the booming Chinese market.,2011-07-22
 ,2011-07-22
 * Forecasts fiscal Q4 profit in range mostly below Street,2011-07-22
 * Adds 1.3 mln net subscribers versus analyst view 930 000,2011-07-22
NEW YORK Verizon Communications may have the iPhone  but the blockbuster smartphone has yet to pay off in its battle against AT&T Inc. | Video ,2011-07-22
SAN FRANCISCO Wireless chipmaker Broadcom  gave a rosier-than-expected outlook for its revenues  dispelling worries about a tepid economy and high inventories and giving a hefty boost to its shares.,2011-07-25
HONG KONG In a crowded multi-storeyed marketplace in downtown Shenzhen  a store owner haggles with a cigarette-smoking customer over the price for a bulk sale.,2011-07-25
 ,2011-07-25
KUNMING  China Chinese officials in Kunming have ordered two fake Apple shops to close  not because of piracy or copyright concerns  but because the stores in the southwestern city did not have an official business permit.,2011-07-25
TORONTO BlackBerry maker Research In Motion plans to cut about 11 percent of its workforce as it struggles to keep pace with Apple and Google in the mobile market it once dominated.,2011-07-25
" LOS ANGELES  July 25 When you think of Bono or Lady Gaga  the term ""Silicon Valley entrepreneur"" hardly springs to mind.",2011-07-25
"LOS ANGELES When you think of Bono or Lady Gaga  the term ""Silicon Valley entrepreneur"" hardly springs to mind.",2011-07-25
 * Stock jumps after hours  (Rewrites first paragraph  adds quote  details),2011-07-25
 * Only shops without business licences ordered to close - official,2011-07-25
 * Shares drop 4 percent  (Adds details  updates share price),2011-07-25
SAN FRANCISCO Amazon.com Inc reported a surge in quarterly revenue on sales of its kindle electronic reader and other electronics and forecast far better-than-expected revenue for the current quarter  sending its shares up more than 6 percent.,2011-07-26
 (Corrects analysts' estimates for Q2 loss to 67 cents  not 61 cents. Rewrites first paragraph to remove reference to bigger-than-expected loss. Error first appeared in UPDATE 2),2011-07-26
 SAN FRANCISCO  July 26 Makers of chips for TVs  game consoles and other consumer electronics aren't expecting much for Christmas  but insatiable demand for high-end gadgets like Apple's  iPad will likely deliver some cheer.,2011-07-26
SAN FRANCISCO Makers of chips for TVs  game consoles and other consumer electronics aren't expecting much for Christmas  but insatiable demand for high-end gadgets like Apple's iPad will likely deliver some cheer.,2011-07-26
LOS ANGELES Facebook has made it easier for users to opt out of its controversial facial-recognition technology for photographs  an effort to address concerns that it had violated consumers' privacy.,2011-07-26
NEW YORK Eastman Kodak Co posted another loss as the once-iconic photography company faced high raw material costs and struggled to shift its focus from film toward digital cameras and printers.,2011-07-26
WASHINGTON Efforts to give U.S. regulators the authority to auction off some television airwaves for mobile broadband use are getting a boost in a debt ceiling plan proposed by Senate Majority Leader Harry Reid.,2011-07-26
 WASHINGTON  July 26 Efforts to give U.S. regulators the authority to auction off some television airwaves for mobile broadband use are getting a boost in a debt ceiling plan proposed by Senate Majority Leader Harry Reid.,2011-07-26
 * Allows users to opt out of facial recognition program,2011-07-26
 * Shares up 6.3 percent in after-hours trading  (Adds analyst comment  business background),2011-07-26
NEW YORK Andrew Auernheimer  accused of hacking into AT&T Inc servers and stealing the personal data of 120 000 Apple Inc iPad users  is in talks to plead guilty after his co-defendant did the same last month.,2011-07-27
 * Co-defendant Daniel Spitler pleaded guilty on June 23,2011-07-27
SAN FRANCISCO Amazon.com Inc will use its surging revenue to boost growth and drive expansion into areas such as Web content and cloud computing rather than boost its margins.,2011-07-27
 SAN FRANCISCO  July 27 Texas is the heavyweight champ among states in luring businesses and it's likely to keep the title by treating California like a punching bag.,2011-07-27
 * Company says it channels earnings through low-tax havens,2011-07-27
FAIRFIELD  Connecticut If you want to know why tax from surging corporate profits isn't making much of a dent in the United States' crippling budget deficit  a glance at Microsoft Corp's recent results provides some clues.,2011-07-27
 WASHINGTON  July 27 A trade panel that hears patent disputes has agreed to investigate Samsung Electronics Co's  complaint that Apple Inc  infringed its patented technology.,2011-07-27
TORONTO Research In Motion is still in the early stages of a software transition and faces daunting competition from Apple  Google and later Microsoft  a UBS analyst said on Wednesday.,2011-07-27
LONDON British police arrested a teenager believed to be a leader of computer hacking groups that boasted attacks on the networks of the CIA  Sony and Rupert Murdoch's media empire.,2011-07-27
 * UK police say teen suspected of being hackers' spokesman,2011-07-27
 WASHINGTON  July 28 Videogame maker Electronic Arts  has won U.S. antitrust approval to buy PopCap Games  the Federal Trade Commission said on Thursday.,2011-07-28
WASHINGTON Videogame maker Electronic Arts has won U.S. antitrust approval to buy PopCap Games  the Federal Trade Commission said on Thursday.,2011-07-28
FAIRFIELD  Connecticut If you want to know why tax from surging corporate profits isn't making much of a dent in the United States' crippling budget deficit  a glance at Microsoft Corp's recent results provides some clues.,2011-07-28
NEW YORK Motorola Mobility warned that its third-quarter profit would miss expectations due to the second delay of a smartphone launch and price cuts of its tablet computers  sending its shares down 4 percent.,2011-07-28
 SEOUL  July 29 Samsung Electronics Co    the world's top memory chipmaker  reported a  2  5 percent fall in quarterly profit as its flat screen business posted a second consecutive quarterly loss   overshadowing strong profit growth from handset sales.,2011-07-28
HELSINKI Private-equity backed video technology firm Skyfire  best known for its mobile browser  has unveiled an application for watching Flash videos on Apple's iPhones.,2011-07-28
 * Skyfire says its mobile browser downloaded 8 mln times,2011-07-28
NEW YORK Sprint Nextel Corp's shares plunged nearly 20 percent on Thursday as heavy subscriber losses in the second quarter called into question the strategy and outlook of the No. 3 U.S. wireless company.,2011-07-28
 * Shares fall nearly 4 pct in after-hours trading  (Rewrites with CEO comment  updates shares  adds byline),2011-07-28
 * Margins miss Wall St view; investors query 2011 targets,2011-07-28
TAIPEI Taiwanese smartphone maker HTC Corp said on Friday the lawsuit against Apple Inc will not have a fundamental impact on the company  adding the company is preparing an appeal to a U.S. court decision on the case.,2011-07-29
 TAIPEI  July 29 Taiwanese smartphone maker HTC Corp said on Friday the lawsuit against Apple Inc  will not have a fundamental impact on the company  adding the company is preparing an appeal to a U.S. court decision on the case.,2011-07-29
WILMINGTON  Delaware Rovi Corp sued Hulu  accusing the online video site of infringing patents that cover electronic program guides.,2011-07-29
 WILMINGTON  Del.  July 29 Rovi Corp sued Hulu  accusing the online video site of infringing patents that cover electronic program guides.,2011-07-29
TOKYO Nintendo's shocking profit battered its shares as much as 20 percent  underscoring deep challenges for an iconic brand struggling to win back users flocking to other gadgets.,2011-07-29
HELSINKI Apple and Samsung Electronics ended struggling Nokia's 15-year reign at the top of the smartphone sales rankings in the second quarter  researchers said on Friday.,2011-07-29
 * Apple  Samsung end Nokia's 15-yr smartphone mkt dominance,2011-07-29
 * Sees Q3 gross margin and operating profit margin weakening,2011-07-29
 * Shares fall as much as 20 percent; down almost 50 pct this year,2011-07-29
 * Samsung becomes No.2 smartphone maker after Apple-Strategy Analytics,2011-07-29
 * More than 107.7 mln smart phones shipped in Q2 - Canalys,2011-08-01
FRANKFURT Google's Android platform has taken almost 50 percent of the global smartphone market  dominating in the Asia-Pacific region  research firm Canalys said on Monday,2011-08-01
 BANGALORE  Aug 1 Slowing demand and the rising popularity of more power-efficient flash drives will hurt hard disk drive makers  led by Western Digital Corp and Seagate Technology   just as they head into what is traditionally the strongest sales season.,2011-08-01
KUNMING  China Nestled in a sleepy southern district of Kunming city in southwest China  is a 10 000 square meter  four-story building that could make Swedish furniture giant Ikea uneasy.,2011-08-01
 * Dealmap has gained more than 2 mln users since May 2010,2011-08-01
SAN FRANCISCO Google Inc has bought The Dealmap  expanding further into a potentially lucrative daily deals market now dominated by the likes of Groupon and LivingSocial.,2011-08-01
LONDON Google's Chrome overtook Mozilla Firefox in July to become Britain's second-most popular Web browser after Microsoft's Internet Explorer  Web analytics firm StatCounter said on Monday.,2011-08-01
 SAN FRANCISCO  Aug 1 Samsung Electronics  has agreed to halt sales of the newest version of its Galaxy tablet in Australia until a patent lawsuit brought by Apple Inc  in the country is resolved  Bloomberg reported on Monday.,2011-08-01
SAN FRANCISCO Samsung Electronics has agreed to halt sales of the newest version of its Galaxy tablet in Australia until a patent lawsuit brought by Apple Inc in the country is resolved  Bloomberg reported on Monday.,2011-08-01
 SEOUL  Aug 2 Following is a list of events in South Korea as well as news stories and press reports which may influence financial markets. (Reuters News welcomes your feedback and for any queries  please contact the Seoul newsroom at +822 3704 5640 or via email at kr.rtrs@gmail.com)     	 WHAT IS HAPPENING IN KOREA (Times local  GMT +9 hrs) 	 > July foreign reserves 0600	   	 MARKET SNAPSHOTS    	 *Seoul shares advanced on Monday as U.S. lawmakers struck a debt-ceiling deal to av,2011-08-01
NEW YORK CBS Corp's quarterly profit more than doubled  beating expectations  as the media company reaped the benefits of new distribution deals for its TV shows and higher spending by advertisers.,2011-08-02
 (Corrects to clarify Apple did not get an injunction from the Australian court),2011-08-02
SAN FRANCISCO Google Inc has bought The Dealmap  expanding further into a potentially lucrative daily deals market now dominated by the likes of Groupon and LivingSocial.,2011-08-02
